tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
376-15-5776,45.82817313427259,18.6,114050.52,11.8,3,78.1673,1,0,36505.82,0.3433,144.0,4751.86,3187.86,3487.0,60.2,57.74,0.1764,69.8273,58.5375,0.6568,1,13983.51,5756.58,12450.26,384150.11,76642.32,120.0,765
377-15-5777,42.11309994079217,18.9,67381.14,6.0,1,77.8534,1,0,6221.38,0.5667,125.0,7668.64,2050.62,4887.7,71.0,79.73,0.2755,72.5146,61.4824,0.272,1,15319.06,3275.77,13487.89,206353.43,102613.69,120.0,717
378-15-5778,37.84360480476634,22.9,51754.87,8.5,3,86.1986,1,0,7648.24,0.1602,365.0,1168.41,3970.83,7319.86,41.9,34.34,0.1733,59.2462,38.9347,0.836,1,22633.21,3557.86,3461.52,165548.0,60659.19,120.0,730
379-15-5779,64.08012940929353,14.8,53529.84,18.2,4,64.4444,2,1,2667.2,0.1953,89.0,8743.42,19115.7,756.17,65.7,22.8,0.0547,49.5431,38.0466,0.74,1,152607.32,3444.63,26565.5,28258.8,47543.19,120.0,721
380-15-5780,57.472069365246846,12.0,93542.4,18.9,2,78.6893,2,0,19358.95,0.1307,17.0,1758.62,933.36,2301.87,89.6,14.18,0.2313,42.6075,48.1727,0.7923,0,22174.23,5532.09,32390.63,355002.22,49106.15,120.0,749
381-15-5781,56.673016354317056,7.5,70685.3,10.1,5,88.8864,0,0,50552.32,0.2544,365.0,6903.57,9480.76,947.3,53.9,71.78,0.141,64.8579,82.4159,0.5191,1,61490.73,5476.58,62488.34,130788.09,92662.36,120.0,749
382-15-5782,69.68161838444206,19.0,18000.0,12.6,3,86.0671,0,0,12128.29,0.0994,76.0,1532.94,1160.32,1832.73,75.3,67.2,0.0242,67.6793,41.3169,0.8284,1,17130.45,1036.99,20032.86,238474.08,11891.48,120.0,742
383-15-5783,46.95875216665222,34.9,111057.3,12.3,0,80.9454,0,1,6723.37,0.4552,128.0,18779.12,2292.96,682.05,71.4,60.15,0.2816,46.781,66.9234,0.6129,1,80356.94,2223.89,14418.45,371500.13,39225.07,120.0,771
384-15-5784,38.42395321341463,9.8,90228.82,13.8,5,61.6956,0,1,41574.55,0.5871,202.0,4942.54,49559.81,11511.82,38.7,36.87,0.123,70.0453,45.3541,0.7253,1,52195.11,3815.04,110132.65,179122.46,28404.96,120.0,736
385-15-5785,50.59927508815007,21.3,75215.76,27.5,2,86.8047,0,1,39764.78,0.1465,36.0,5832.4,6631.77,205.18,57.9,74.66,0.4265,84.9935,85.3005,0.6396,1,80819.59,4989.22,2145.97,579615.12,23237.56,120.0,766
386-15-5786,72.82741435826216,32.5,160561.2,4.9,4,70.4969,1,0,27334.73,0.3084,44.0,35323.42,15849.94,6568.67,69.7,51.78,0.2003,64.7166,68.6591,0.5281,1,15376.34,10324.89,3771.85,187680.94,160894.64,120.0,756
387-15-5787,50.8029745975441,10.5,34019.95,18.5,2,78.5861,0,1,3310.21,0.4179,78.0,2123.55,1466.84,4887.19,37.8,52.96,0.2292,94.7586,77.275,0.6972,1,63361.0,1247.17,29606.46,85363.68,25732.55,120.0,731
388-15-5788,62.995664448688586,24.5,28387.79,11.1,2,93.9288,1,2,16345.87,0.5239,243.0,9562.54,5920.23,571.2,79.3,33.55,0.2297,71.1859,64.8366,0.7134,1,29358.95,1687.27,1134.97,142400.67,107113.57,120.0,730
389-15-5789,38.664839687000295,6.9,85021.99,5.9,2,64.3489,3,0,22257.13,0.309,43.0,12912.65,3000.47,5584.55,62.3,48.29,0.3262,56.3829,76.0254,0.8646,1,20078.43,5027.7,4104.21,52737.98,10303.47,102.59,694
390-15-5790,43.263834944467106,24.7,35251.17,9.3,0,75.163,1,0,4256.37,0.2075,77.0,20308.17,51212.17,8841.7,68.5,138.95,0.1918,85.2089,78.8705,0.7373,1,19088.25,1883.67,47391.26,218728.16,85458.85,120.0,730
391-15-5791,60.15653003254695,5.3,192250.9,11.0,2,71.9805,0,0,7920.08,0.4919,225.0,39006.26,1697.78,7494.04,84.7,30.65,0.1616,84.1973,72.161,0.6383,1,21978.93,5793.26,71269.85,94231.68,102267.27,120.0,776
392-15-5792,51.80897432722449,4.1,36855.41,3.6,1,63.362,1,0,25542.48,0.3136,56.0,56402.08,1989.2,732.97,85.0,59.39,0.3826,49.7137,49.1453,0.6501,1,60005.12,2105.79,53149.0,195769.13,41494.19,120.0,679
393-15-5793,49.08872639655668,8.9,36206.4,11.2,2,92.5439,0,0,23222.89,0.1059,28.0,10247.24,2429.02,189.43,70.7,33.33,0.3786,46.1175,97.597,0.6869,1,24640.27,2456.47,842.79,220268.09,40030.49,120.0,744
394-15-5794,62.801123004880296,19.3,45162.1,9.0,1,92.6513,0,0,9620.39,0.2218,147.0,1748.82,4460.16,8056.67,133.6,33.6,0.3174,69.2309,83.6842,0.9244,0,9376.58,2051.68,1837.42,11945.19,157600.17,120.0,753
395-15-5795,59.9810624062131,16.2,48627.03,7.3,6,73.9157,1,0,2838.27,0.2919,132.0,1289.76,887.41,353.04,39.7,44.21,0.0448,71.8646,88.9502,0.907,1,74916.18,3121.02,2027.27,38674.78,91002.9,120.0,706
396-15-5796,52.08657300200208,25.0,46256.55,30.2,3,88.0001,0,2,6426.77,0.3496,121.0,7106.96,2554.32,924.33,88.5,128.04,0.1726,96.1343,56.4705,0.3723,1,25880.21,1859.26,55095.29,3620.61,24118.87,120.0,751
397-15-5797,32.030414917086716,14.5,49802.07,8.3,4,56.7708,0,0,2478.94,0.2146,93.0,1678.83,964.56,387.43,35.7,101.21,0.2353,71.5845,72.9411,0.8124,1,62638.13,1339.65,10151.74,25111.58,247303.29,120.0,720
398-15-5798,50.17917022179242,8.3,46461.88,2.4,2,38.8791,0,0,17060.61,0.3221,17.0,3074.05,5842.54,1782.65,44.0,200.45,0.4315,50.0912,80.0709,0.9003,1,7220.42,1815.73,12452.56,25488.5,40983.12,120.0,663
399-15-5799,54.57009823780636,16.5,20149.47,15.5,4,72.641,2,2,27453.49,0.452,365.0,88776.19,1569.36,2128.32,56.3,32.76,0.4219,70.6492,67.1314,0.6762,1,26031.79,1099.76,2361.06,392721.83,172136.26,120.0,724
400-15-5800,35.91777129926905,20.3,85241.82,11.9,1,78.9942,1,0,14271.02,0.2139,12.0,17918.11,2145.62,73.84,36.3,43.42,0.1996,76.9464,66.0986,0.6662,0,16328.51,4027.3,13485.95,282894.32,21569.34,120.0,759
401-15-5801,54.19168426418767,18.6,44133.95,3.3,1,89.9365,1,0,14709.5,0.4998,238.0,3055.07,1615.07,9152.44,36.3,189.63,0.1668,83.7716,69.654,0.6839,1,11471.97,1990.49,8398.62,84987.65,25078.71,120.0,701
402-15-5802,63.43764043694217,19.1,53792.89,27.0,1,80.7061,0,0,5913.15,0.0924,136.0,4581.07,7008.91,3325.43,68.6,27.45,0.2349,83.6866,76.4918,0.7231,1,33225.91,4162.83,33160.38,106264.66,163898.94,120.0,757
403-15-5803,50.16070241578244,21.6,25594.54,10.6,3,62.5856,0,1,5192.34,0.1924,37.0,27149.29,2517.04,4040.9,26.9,45.31,0.2384,72.4582,80.931,0.6751,1,10747.11,1145.1,12450.88,214043.78,32607.08,120.0,738
404-15-5804,41.2713261614922,15.2,20595.96,8.6,3,88.399,0,0,17683.48,0.3717,91.0,3221.94,12689.39,2598.09,27.5,110.0,0.3095,90.4867,56.8751,0.7271,1,5859.39,1328.02,18570.39,9200.19,68872.82,120.0,723
405-15-5805,32.595926660886924,25.0,56060.27,18.0,0,84.5318,1,1,41263.55,0.4673,160.0,9134.4,673.99,5172.27,74.9,48.92,0.339,66.9295,74.6738,0.7863,0,10005.42,3122.97,1833.93,265098.2,94522.39,120.0,726
406-15-5806,54.4115086163869,6.3,177783.19,19.0,1,84.2957,0,0,29135.3,0.4456,26.0,21776.05,573.07,5172.93,28.8,56.99,0.0938,81.5774,84.6857,0.7877,1,17008.84,11118.02,13725.46,45025.92,7455.08,46.8072,802
407-15-5807,36.61271167739364,25.7,173586.56,9.6,2,76.7673,0,0,6633.29,0.0863,143.0,5517.01,14683.48,1787.79,56.6,120.84,0.015,73.3058,79.2999,0.452,1,8558.94,6015.19,20623.43,89671.07,30172.71,85.8512,797
408-15-5808,56.575230004874285,25.2,31696.31,22.0,2,42.7529,0,0,22736.09,0.0853,85.0,33810.0,2013.29,25616.23,30.8,24.69,0.2337,66.6264,70.0988,0.526,1,6578.8,1654.93,34900.95,23497.93,15888.11,120.0,743
409-15-5809,71.9588988170412,14.6,35666.7,8.4,0,51.1223,1,0,40485.32,0.5023,121.0,1076.2,1260.59,2093.6,37.8,43.32,0.0428,98.0808,83.5711,0.6572,0,90769.87,1485.75,32601.44,157092.96,17873.73,120.0,691
410-15-5810,33.26999059092909,17.7,67449.11,2.2,2,28.5484,0,0,82343.63,0.288,30.0,3611.87,12588.69,824.85,26.4,171.55,0.0226,76.3422,30.2914,0.6564,1,21443.15,3185.72,58070.24,313747.2,64804.76,120.0,672
411-15-5811,43.62313212707096,19.6,18000.0,4.0,4,66.5004,0,1,4748.64,0.2852,2.0,13427.46,1802.16,7218.68,38.9,49.51,0.2864,78.0596,82.7882,0.5982,1,130275.63,1063.55,17024.46,69415.08,16591.59,120.0,693
412-15-5812,47.99207221502352,40.0,39725.26,10.8,3,83.7313,0,0,43505.37,0.3371,103.0,16543.7,1117.53,77756.39,64.9,37.64,0.0605,77.6044,42.0487,0.2819,1,112372.4,1544.22,65792.28,1169502.06,40663.19,120.0,764
413-15-5813,72.9618564655437,14.0,69970.22,16.7,0,77.1358,1,0,150480.87,0.5258,64.0,13218.72,11783.54,1531.24,32.4,42.13,0.2596,44.2872,86.8405,0.6317,1,330022.06,4144.86,12863.78,178997.13,49588.82,120.0,731
414-15-5814,51.34965268134186,14.3,50976.25,22.1,0,78.556,1,0,6183.5,0.1427,206.0,2547.86,1322.97,980.39,55.6,72.54,0.2667,56.1344,92.0262,0.3366,1,89180.82,2199.82,22335.27,196705.74,18539.52,120.0,732
415-15-5815,45.913013339000855,7.8,18000.0,18.0,3,75.1533,3,1,13790.11,0.2305,2.0,8846.07,3099.13,310.03,27.2,51.16,0.2719,87.3991,64.4856,0.7005,0,40542.33,620.55,25925.3,124223.18,149257.3,120.0,687
416-15-5816,61.407125418735546,30.4,18000.0,21.2,4,87.0238,0,0,7128.95,0.9169,365.0,4734.32,2654.13,2135.94,35.8,92.36,0.2021,65.0656,50.8848,0.7863,1,79641.52,1111.44,11607.14,60133.78,25457.8,120.0,718
417-15-5817,46.38147026178795,18.8,21987.3,3.4,1,88.6767,0,1,1840.75,0.3197,73.0,3587.5,11909.77,491.78,28.5,34.19,0.2229,48.4987,69.789,0.6763,0,9447.5,1148.48,82860.76,551289.14,11756.95,120.0,693
418-15-5818,43.0984347450567,12.6,56713.6,18.3,2,81.8286,1,0,4667.58,0.6899,35.0,21582.81,3823.67,4892.94,51.5,83.77,0.2314,86.8825,85.5394,0.7034,1,14399.61,1126.6,11735.91,316528.74,137596.86,120.0,747
419-15-5819,56.39269200535176,15.5,33351.04,17.2,2,95.9955,0,3,2551.71,0.4785,314.0,1718.61,10228.01,1713.73,81.9,49.99,0.2453,62.7421,93.401,0.7709,1,6434.97,1313.41,2568.41,65139.28,90359.67,120.0,739
420-15-5820,62.49253505555643,22.7,178085.42,20.5,4,78.2739,1,1,23951.61,0.2888,83.0,19714.28,2799.6,162.98,83.4,92.44,0.0979,89.3854,53.4177,0.8663,0,31700.98,8927.45,11180.17,296173.7,56354.31,120.0,780
421-15-5821,31.174899161344996,16.1,23492.92,7.1,3,68.925,0,0,24377.4,0.3854,104.0,11993.6,2478.59,1858.65,55.1,103.75,0.3215,56.7494,48.7979,0.9017,0,51853.96,1143.6,233.82,156681.4,3087.61,120.0,709
422-15-5822,43.043203009408,18.7,141432.76,13.2,2,95.2311,0,0,7590.31,0.1395,25.0,8243.85,1919.21,829.77,54.5,65.59,0.0444,79.8677,95.1166,0.6041,1,5438.95,6544.09,13634.65,169724.64,37184.22,120.0,797
423-15-5823,52.19118623545364,8.6,25793.98,7.4,1,90.3486,0,0,6815.37,0.6408,51.0,2095.24,1015.48,7613.01,47.8,71.16,0.1729,66.8653,84.2928,0.6289,1,21239.71,1892.37,12708.93,110232.35,188609.85,120.0,706
424-15-5824,48.39322524920131,9.2,348415.08,9.7,3,64.6292,5,0,7189.13,0.1532,365.0,8147.25,6457.63,1906.72,50.3,91.43,0.345,70.5432,95.3958,0.6702,1,120842.82,19574.63,32926.14,126276.99,5668.35,82.004,733
425-15-5825,49.882594387104405,27.0,95181.6,1.0,4,86.8531,1,0,20058.19,0.1782,365.0,12278.03,4860.51,1004.06,83.0,42.62,0.1603,55.8114,54.6336,0.5828,1,17794.48,6696.96,20059.85,375915.76,92833.41,120.0,718
426-15-5826,41.342072968551456,10.8,18000.0,8.1,1,96.0988,0,1,3931.82,0.3169,30.0,6367.43,2501.33,12953.92,64.4,63.1,0.0473,80.0766,62.0511,0.6657,0,12108.15,939.56,83015.67,9473.69,64266.95,120.0,729
427-15-5827,57.28948935787374,21.1,140344.24,8.6,2,84.6884,3,0,200000.0,0.5206,365.0,28127.52,8208.48,726.45,47.0,34.11,0.1677,87.3754,97.9579,0.6161,0,42288.41,7593.39,3287.41,395785.36,3593.97,120.0,757
428-15-5828,68.17076989411487,9.3,43327.14,19.4,2,50.3496,1,2,4808.52,0.5641,10.0,190436.58,5081.43,1726.9,19.8,56.57,0.4692,81.3016,73.3454,0.5698,1,30713.1,1428.27,16019.24,324732.75,44057.98,120.0,716
429-15-5829,42.86679729572633,4.7,114638.57,8.8,1,59.2113,0,1,4907.9,0.2063,61.0,10218.03,2906.81,1120.75,74.5,76.81,0.2215,35.692,30.9619,0.3922,1,37352.29,4068.8,14582.7,152986.26,42519.09,120.0,734
430-15-5830,57.279481378758845,24.7,59416.46,7.3,1,91.3242,0,1,16148.03,0.1906,365.0,15971.86,6371.18,33640.6,78.6,93.53,0.0488,70.3237,65.5399,0.8292,1,14229.32,3053.55,29117.42,286886.95,48712.81,120.0,763
431-15-5831,61.09386912165445,11.5,46696.37,14.8,4,98.3596,1,0,99103.37,0.754,29.0,72072.78,3786.47,648.14,45.2,105.14,0.3552,77.6156,37.1241,0.5989,1,5957.53,1665.78,30406.6,320644.61,35658.95,120.0,760
432-15-5832,52.11435097869707,32.1,50128.93,11.4,1,52.7828,0,0,7367.74,0.5236,122.0,1471.15,6468.25,4858.28,40.5,65.45,0.1321,84.1198,95.8103,0.6178,1,18644.56,931.57,20939.02,4368.04,47490.91,120.0,727
433-15-5833,56.766039525459846,10.2,26371.98,14.3,5,81.2089,0,2,7846.98,0.0712,255.0,13900.52,1487.9,585.62,74.3,215.61,0.3801,67.8239,62.2438,0.5853,1,7236.09,1608.2,3742.09,28978.55,32419.25,120.0,740
434-15-5834,43.751431562789435,7.1,43979.19,11.9,2,72.213,2,2,5794.89,0.2879,6.0,8499.69,3588.06,167.75,30.8,73.14,0.1789,90.6286,78.0425,0.6841,1,11450.65,2640.35,36862.77,283922.31,13102.1,120.0,697
435-15-5835,67.26283737119992,9.7,24231.3,11.3,0,77.3176,0,1,40019.76,0.288,46.0,9697.22,665.4,93.93,33.3,39.98,0.1148,69.4834,18.7679,0.9091,0,19916.82,822.26,13656.57,65089.33,24464.07,120.0,719
436-15-5836,62.59893545936546,15.5,43025.85,13.4,4,77.738,3,1,4806.99,0.0966,282.0,4413.41,3517.97,181.39,69.3,44.63,0.0294,67.894,73.4497,0.2937,0,160922.35,1152.17,94015.44,319612.77,4221.75,120.0,722
437-15-5837,64.18458026513079,40.0,68634.05,16.7,3,65.1084,2,1,4085.84,0.1634,128.0,3951.63,1067.51,1874.07,95.5,26.69,0.3611,61.2258,23.4436,0.6141,1,85026.92,3944.4,2790.52,685638.17,75463.03,120.0,729
438-15-5838,40.1129283966885,29.8,125544.81,13.1,9,94.0001,0,1,32528.78,0.2741,11.0,5682.7,3609.5,3300.03,81.2,60.72,0.1872,73.954,45.8524,0.4535,1,73843.78,6277.78,21598.32,18821.79,59792.34,120.0,769
439-15-5839,55.25393060983618,24.4,169496.31,19.3,3,75.5035,2,0,43960.12,0.5058,9.0,20228.7,10087.3,7626.3,47.8,28.25,0.1128,29.2921,60.7295,0.65,0,68760.34,8583.19,62302.64,107838.57,33629.68,120.0,760
440-15-5840,44.33534833000399,32.5,59354.42,11.3,3,59.6995,1,0,35530.21,0.192,196.0,4693.06,300.21,2039.11,35.8,31.76,0.1177,71.0143,31.3248,0.366,1,3080.27,3494.9,5765.93,28645.82,10444.63,80.7634,745
441-15-5841,68.60242395363805,14.1,27224.07,11.8,1,89.0185,1,0,3652.94,0.507,24.0,18589.76,12916.6,1692.2,84.2,87.03,0.2591,77.1671,44.769,0.5295,1,13949.89,1339.7,14833.65,4342.49,21057.18,120.0,740
442-15-5842,43.02940651087904,11.6,57745.83,13.0,4,94.3829,0,2,8518.78,0.4113,365.0,235.35,3442.91,66200.85,46.1,181.61,0.2563,69.6259,62.5982,0.7234,0,5137.78,2565.95,115974.66,82672.43,4290.45,120.0,757
443-15-5843,52.53514277630401,25.3,53461.96,7.7,2,72.7086,0,0,5597.25,0.3183,119.0,4911.45,4870.94,361.33,32.8,33.01,0.1283,81.157,80.6914,0.5673,1,68844.58,2765.48,12241.96,969565.62,65386.1,120.0,730
444-15-5844,34.31689014779464,15.0,150603.38,12.5,3,93.3147,0,0,14888.55,0.4043,83.0,37626.92,2071.29,2028.25,33.9,52.38,0.1301,73.4109,70.9598,0.5629,0,50829.21,8896.03,11582.96,796910.91,1546.73,120.0,799
445-15-5845,52.48065016391613,9.5,110504.24,20.8,1,94.9648,0,0,16726.18,0.2924,174.0,6283.96,19199.81,4836.49,62.2,29.85,0.3392,86.7698,57.1809,0.8232,1,50356.42,5976.77,56524.83,60577.7,81031.49,120.0,781
446-15-5846,40.19296282610854,1.6,70463.66,26.9,0,78.274,0,0,2394.88,0.5073,365.0,12253.02,11199.04,42379.28,80.0,85.47,0.0465,47.3138,77.7401,0.8767,1,25542.03,5112.46,1975.65,188473.44,16225.4,120.0,714
447-15-5847,55.83769667895015,8.9,173597.17,7.3,1,69.2458,0,0,85028.88,0.4028,147.0,5458.67,12346.43,1063.88,24.9,38.32,0.189,58.6928,42.1928,0.637,1,17892.73,10351.51,49031.66,253021.57,8327.41,120.0,740
448-15-5848,48.66930243491987,19.5,42010.65,16.0,1,83.3633,0,3,7722.26,0.4366,64.0,20908.45,2986.23,967.78,61.1,11.53,0.1533,75.6811,72.8749,0.5431,0,38595.26,1910.88,3449.64,115598.73,5368.48,120.0,747
449-15-5849,46.63771984680456,9.5,92856.96,16.4,1,43.0478,1,0,14831.37,0.139,39.0,3317.51,2652.9,1328.65,43.1,43.26,0.1702,83.846,59.0088,0.5795,0,14736.03,3179.84,34648.91,246363.89,32073.86,120.0,731
450-15-5850,69.01357399186557,22.8,42048.5,11.2,3,70.9514,0,2,22809.23,0.3409,29.0,9037.31,3111.7,3550.6,54.8,22.36,0.1459,87.6021,31.3144,0.5322,1,37631.18,2021.65,108673.91,565743.15,41746.33,120.0,740
451-15-5851,78.32810836171389,6.9,43041.43,15.7,4,54.4548,0,1,5226.77,0.3165,35.0,11695.43,2386.2,35537.0,118.1,56.47,0.0155,97.0829,47.4514,0.6781,1,10347.58,2404.99,26151.44,119186.2,184522.74,120.0,726
452-15-5852,38.15424012622047,9.0,18000.0,16.0,3,91.4682,0,0,5270.98,0.3276,19.0,15981.41,10493.87,2829.77,18.3,64.84,0.0843,88.8351,95.9877,0.6691,1,47571.43,1222.4,12397.54,303060.61,71152.31,120.0,728
453-15-5853,46.92142170152653,32.7,64255.98,18.9,2,89.3632,0,2,11980.09,0.7718,38.0,4805.52,637.58,1305.96,57.5,82.51,0.185,66.2513,70.4069,0.8883,1,20158.85,3121.16,36015.67,64990.06,3401.19,120.0,742
454-15-5854,59.18320347605721,24.2,65540.06,5.1,3,62.5368,0,2,25807.52,0.0386,133.0,1269.43,882.1,1235.93,95.3,97.3,0.1737,80.635,93.4822,0.7769,1,42535.27,3730.88,1625.59,366518.77,1793.71,120.0,720
455-15-5855,53.922025229172746,15.5,54399.13,8.3,1,59.7952,1,0,3930.77,0.1169,93.0,9296.36,2335.63,3663.49,40.9,63.1,0.2797,74.977,64.9375,0.5169,0,10879.06,3244.91,2008.23,280831.15,5339.36,120.0,725
456-15-5856,58.47935736710351,15.5,82276.73,12.9,4,74.0138,2,2,12877.81,0.5765,365.0,9295.56,2784.63,13486.86,27.7,41.03,0.2205,66.6105,78.5351,0.819,1,25542.41,3163.65,1242.71,115706.59,23954.92,120.0,732
457-15-5857,49.34369998666769,9.8,120532.43,19.0,3,64.8823,2,1,3190.05,0.3878,186.0,2316.96,11940.22,1027.23,78.5,37.1,0.3491,79.0686,65.0223,0.9466,1,25462.33,6007.87,33612.42,124458.89,5939.04,120.0,738
458-15-5858,63.17752189341934,27.3,59142.19,7.0,5,74.4168,0,0,2612.07,0.258,47.0,7741.44,4425.42,4662.09,19.2,18.7,0.1273,52.4339,78.9161,0.7032,1,217213.28,2626.01,7578.44,35515.0,3137.03,120.0,731
459-15-5859,52.07632222703486,27.5,91345.92,9.8,2,88.6191,0,2,32114.06,0.718,58.0,39177.3,4925.99,4914.13,36.2,44.41,0.2994,93.5829,83.9591,0.7351,1,100859.46,5058.76,28707.08,53852.92,35646.3,120.0,777
460-15-5860,54.56837430829834,14.0,77773.08,4.6,3,94.8806,1,0,4651.11,0.4815,31.0,7026.1,588.23,6030.22,50.0,54.53,0.5251,49.5403,76.9214,0.4815,0,101497.33,2890.14,52532.93,115709.39,11969.56,120.0,729
461-15-5861,40.201223828403684,13.9,127193.57,11.9,2,78.621,1,0,7642.66,0.2041,139.0,3848.53,3159.83,759.97,49.8,133.92,0.158,46.4453,64.857,0.4775,1,55447.5,5991.41,35155.78,20565.04,18192.0,101.7035,776
462-15-5862,51.01524824806933,11.3,86960.01,12.7,2,82.7839,0,0,9888.39,0.168,7.0,24209.06,1418.43,50815.61,38.3,93.11,0.0264,77.752,49.3032,0.6817,1,41556.32,4132.68,2757.44,80385.64,4764.1,120.0,789
463-15-5863,59.32160254282578,17.4,214440.85,3.5,3,75.1938,1,1,9559.01,0.3006,79.0,3875.57,2682.39,16491.28,51.0,47.22,0.2168,82.324,70.3177,0.9314,1,4835.12,11486.36,39914.13,1486715.07,45708.82,120.0,735
464-15-5864,53.31383564670625,5.0,72075.66,9.3,4,61.1227,1,0,45323.42,0.2075,33.0,94125.93,17030.81,4532.98,85.6,136.68,0.121,87.1883,83.7464,0.4487,1,13071.68,3369.75,8092.17,591575.25,89857.69,120.0,737
465-15-5865,74.3983745507382,14.7,31066.04,2.8,2,61.582,0,1,7425.19,0.8107,150.0,17387.93,2827.47,4334.1,54.9,47.53,0.1627,64.2875,62.5946,0.8292,1,11165.44,1464.97,10072.38,83508.6,28820.04,120.0,682
466-15-5866,51.46279255112701,24.4,144821.26,9.9,1,70.7601,3,0,22839.43,0.6206,190.0,53840.22,7527.97,3533.41,34.0,55.56,0.419,92.135,79.1114,0.8691,1,66418.18,7546.99,678.14,107771.95,65313.81,120.0,757
467-15-5867,55.26737816995805,16.5,93808.13,4.7,0,77.0815,1,1,85968.79,0.3724,256.0,2747.17,1397.93,18153.96,40.2,67.68,0.2232,84.3789,63.3024,0.5843,0,2423.74,5215.12,229.72,10607.22,621.82,14.7988,765
468-15-5868,52.01760487286141,21.3,83508.8,10.3,2,84.7747,1,1,28274.76,0.3041,108.0,2808.73,3502.35,60372.57,62.3,64.25,0.2503,90.4286,30.1003,0.7489,1,19431.56,2600.32,4456.7,767044.79,100271.39,120.0,768
469-15-5869,49.66253427798675,18.3,20332.3,35.0,4,86.6977,0,3,1589.73,0.3563,225.0,2830.04,10781.4,12975.84,74.3,68.49,0.1265,97.1446,68.3158,0.3292,1,18260.35,895.45,12798.8,1102969.98,43068.93,120.0,735
470-15-5870,59.71978502944458,16.8,169766.01,10.0,0,60.1033,0,1,9693.71,0.6911,14.0,14671.14,4599.59,6233.73,71.4,80.42,0.289,80.6956,72.5141,0.7804,1,11301.9,7736.56,23424.74,71979.36,13552.33,70.8377,779
471-15-5871,48.993588507021975,15.3,120704.57,8.2,5,67.6623,0,2,3876.42,0.4305,169.0,31929.49,770.74,1763.1,26.9,31.14,0.1855,56.5305,40.159,0.5864,1,7403.86,7838.15,6858.84,52248.18,64816.17,108.8004,768
472-15-5872,39.77142100641875,22.9,74594.72,7.1,2,61.1736,0,0,16734.34,0.4235,45.0,1943.99,625.26,6951.43,101.1,44.3,0.169,75.0971,38.2208,0.7123,1,6292.88,3515.43,9394.38,485897.86,20334.7,120.0,726
473-15-5873,68.27041330793986,13.5,18000.0,17.6,0,86.692,1,0,19486.21,0.2048,1.0,28570.63,1679.26,97.7,115.3,71.17,0.0989,38.647,85.8742,0.7587,0,15455.16,190.64,60953.01,128340.09,68509.97,120.0,740
474-15-5874,44.579896333205355,8.7,47250.43,13.0,1,71.1178,3,1,8313.56,0.4623,91.0,20824.08,1046.44,221.4,52.3,49.7,0.1004,65.2928,78.8957,0.8024,1,38629.71,2872.71,32833.64,444424.03,23126.93,120.0,700
475-15-5875,37.84014221820536,28.8,228396.96,26.2,0,54.4288,1,0,8670.51,0.304,92.0,6315.71,2136.44,4433.82,57.9,65.86,0.3301,85.9209,38.759,0.7408,1,35871.15,10719.6,54304.43,263968.33,203426.52,120.0,746
476-15-5876,56.669055418784225,21.7,83609.13,16.2,0,87.0531,0,3,11679.06,0.171,175.0,23831.89,1293.97,2233.68,42.5,123.7,0.1696,88.2522,85.6479,0.5957,0,41742.91,2998.29,11860.49,22027.36,31532.34,120.0,772
477-15-5877,70.31386726744944,4.6,25668.27,2.8,0,71.8629,0,1,15652.76,0.2981,281.0,11187.33,837.98,2146.54,60.5,40.61,0.1457,77.2609,53.0109,0.5205,1,978.31,982.84,6618.25,166930.69,33662.83,120.0,665
478-15-5878,56.95220846163971,17.6,40534.75,17.4,1,77.9557,0,1,19038.48,0.4656,10.0,729.28,3055.29,7373.9,30.7,157.39,0.1269,82.3932,68.1252,0.6561,1,128032.42,2008.06,87058.44,2868.31,132948.03,120.0,734
479-15-5879,65.96067797421827,4.3,45298.05,8.0,4,89.0783,0,1,33106.53,0.0705,117.0,2010.36,3933.29,711.7,65.8,52.04,0.263,93.5852,78.9712,0.5776,1,17242.22,1152.3,16852.26,101858.39,17118.99,120.0,725
480-15-5880,42.176127091302554,7.3,131986.72,13.4,2,81.6386,0,1,718.23,0.7547,72.0,9118.13,8916.17,299.18,39.8,57.4,0.359,78.8335,58.234,0.8359,1,5803.44,6793.63,20827.56,12649.21,23166.62,47.313,783
481-15-5881,39.86702273056447,18.6,20821.17,17.0,2,80.515,0,0,2593.31,0.3278,98.0,44683.94,1708.89,4700.06,47.2,60.26,0.1651,92.0372,85.9203,0.6653,1,7126.48,986.95,50375.12,6699.71,50196.82,120.0,757
482-15-5882,46.8892183600413,28.2,125488.85,6.9,1,53.7593,0,0,6349.15,0.4543,55.0,612.6,7163.61,1318.2,16.0,79.94,0.6243,54.1764,87.2911,0.7143,1,54561.41,6825.25,3699.59,418571.08,7780.96,120.0,730
