tax_id,annual_income,credit_score,payment_history,employment_length,debt_to_income_ratio,age,num_credit_cards,num_loan_accounts,total_credit_limit,credit_utilization_ratio,auto_loan_limit,loan_eligible,risk_score,risk_category,max_loan_term,interest_rate
295-14-4795,49627.93,761,78.4676,23.3,0.4948,41.15763609400899,2,1,38942.12,0.1083,130000,True,77.5927140530303,Low Risk,72,9.351092892045454
296-14-4796,44676.41,769,84.6843,19.9,0.3685,41.788182274931785,0,1,30568.19,0.2694,167000,True,79.42233162878789,Low Risk,72,9.076650255681816
297-14-4797,114738.44,772,62.5326,12.4,0.4232,41.52839078546194,2,2,86654.25,0.5499,247000,True,73.47665196969697,Low Risk,72,9.968502204545453
298-14-4798,65504.02,765,75.722,14.6,0.5398,55.35077349192535,1,0,44253.43,0.6632,0,False,72.73564325757576,Low Risk,72,10.079653511363636
299-14-4799,24087.31,751,54.3524,16.1,0.4581,59.58563564438151,1,4,20525.1,0.1165,30000,True,68.53761791666668,Low Risk,72,10.7093573125
300-14-4800,118853.93,763,74.4056,26.3,0.5026,43.06354345994013,1,3,76059.9,0.3609,0,False,75.14900344696969,Low Risk,72,9.717649482954547
302-14-4802,44983.27,719,48.3324,19.8,0.4357,31.85908394845442,1,2,42386.14,0.1824,85000,True,67.84491928030303,Low Risk,72,10.813262107954547
303-14-4803,385446.66,806,90.4064,14.7,0.352,74.78538310575621,1,0,296566.86,0.2428,1696000,True,87.57328000000001,Very Low Risk,84,7.8540079999999985
305-14-4805,62764.08,736,85.0523,24.4,0.3588,58.72248938440366,3,1,47129.21,0.1295,205000,True,79.69408454545456,Low Risk,72,9.035887318181816
306-14-4806,113463.87,756,64.2509,15.2,0.4578,48.12272251464911,3,2,68099.7,0.209,245000,True,75.63902306818183,Low Risk,72,9.644146539772725
307-14-4807,31180.39,739,81.8608,10.4,0.4866,33.37456251877134,2,3,27975.73,0.5783,46000,True,69.5257065530303,Low Risk,72,10.561144017045454
308-14-4808,88506.38,804,76.3196,22.9,0.4602,54.22608086168822,2,5,81155.14,0.2644,68000,True,76.47741310606061,Low Risk,72,9.518388034090908
309-14-4809,114327.66,785,58.0812,14.5,0.2884,69.04962173669725,3,1,87229.6,0.2089,428000,True,79.82852886363636,Low Risk,72,9.015720670454545
311-14-4811,94996.8,721,57.218,5.9,0.4289,32.81883215242003,1,1,82578.04,0.2863,218000,True,67.79620909090909,Low Risk,72,10.820568636363637
312-14-4812,27626.23,747,58.9229,14.5,0.5059,39.86464721288746,1,4,13748.28,0.5934,0,False,63.85862746212121,Moderate Risk,60,11.411205880681818
313-14-4813,81258.21,719,57.7322,2.8,0.5303,59.32854085386994,3,0,40102.16,0.6445,0,False,59.996335113636356,Moderate Risk,60,11.990549732954547
314-14-4814,23352.67,745,72.3856,11.0,0.5863,53.28105289684444,1,2,14242.11,0.2288,0,False,70.68582973484848,Low Risk,72,10.387125539772729
315-14-4815,141636.87,773,77.6349,23.7,0.5882,63.28018902984584,2,2,88760.96,0.3837,0,False,75.96698,Low Risk,72,9.594952999999999
316-14-4816,126996.59,774,79.3978,25.8,0.401,50.08618606014601,4,2,60113.46,0.3788,274000,True,79.24019636363637,Low Risk,72,9.103970545454544
317-14-4817,70073.72,743,84.6668,23.7,0.3945,57.18559875912101,1,5,43018.27,0.2945,67000,True,74.18150742424243,Low Risk,72,9.862773886363636
318-14-4818,68106.82,768,80.7072,14.7,0.4586,46.04797754944963,0,1,55732.27,0.2831,178000,True,78.05104234848486,Low Risk,72,9.282343647727272
322-14-4822,48146.59,715,95.2925,6.8,0.4927,44.41122549250066,1,0,39059.33,0.314,130000,True,73.74319882575757,Low Risk,72,9.928520176136363
323-14-4823,277690.24,771,52.8622,15.1,0.5408,67.57345778022302,4,2,122350.57,0.088,0,False,74.55316727272726,Low Risk,72,9.80702490909091
324-14-4824,67585.28,765,75.8978,23.0,0.4599,68.01098996217348,2,1,53921.26,0.5297,177000,True,74.39102242424242,Low Risk,72,9.831346636363637
325-14-4825,142781.24,767,80.3918,4.1,0.508,41.57363845729562,2,0,128509.21,0.0373,0,False,76.90354181818182,Low Risk,72,9.454468727272726
326-14-4826,18798.87,721,76.2599,13.3,0.6068,41.91129953253386,4,1,10491.78,0.2156,0,False,70.56817534090911,Low Risk,72,10.404773698863634
328-14-4828,113718.01,736,74.5835,14.6,0.6978,48.77618054807901,4,1,76692.98,0.3394,0,False,72.53940496212121,Low Risk,72,10.10908925568182
329-14-4829,75048.33,744,80.8057,7.8,0.4306,46.45885428133034,2,4,55200.97,0.4916,81000,True,69.96769920454545,Low Risk,72,10.494845119318182
330-14-4830,61077.86,744,56.7225,21.8,0.3935,38.84242737921535,2,2,46213.48,0.2411,165000,True,71.83045628787879,Low Risk,72,10.215431556818181
331-14-4831,125711.52,775,75.873,18.9,0.4081,42.47640346067742,1,2,82860.48,0.1673,271000,True,80.60737272727273,Very Low Risk,84,8.89889409090909
332-14-4832,264141.47,774,78.0519,15.8,0.3931,33.47759209074248,1,2,228535.12,0.677,610000,True,76.10751636363636,Low Risk,72,9.573872545454545
333-14-4833,26661.88,729,46.7731,7.9,0.3817,34.3530157131939,3,0,22298.47,0.1771,103000,True,68.16903166666665,Low Risk,72,10.764645250000001
335-14-4835,43930.13,758,77.1003,19.8,0.3403,73.7550306117329,6,2,37730.52,0.3049,135000,True,76.24243662878789,Low Risk,72,9.553634505681817
336-14-4836,108920.96,768,62.7613,6.7,0.3369,71.54144967889687,4,0,98490.69,0.5587,479000,True,72.93195151515152,Low Risk,72,10.05020727272727
337-14-4837,43571.9,744,65.3252,16.5,0.5537,57.91717543013437,3,1,29154.18,0.5691,0,False,68.13858128787878,Low Risk,72,10.769212806818183
339-14-4839,92428.12,738,69.9333,5.3,0.4672,37.469590841368095,2,0,81617.65,0.1797,249000,True,72.20555893939395,Low Risk,72,10.159166159090908
340-14-4840,36770.22,739,79.2361,13.0,0.5462,49.87965148684244,2,2,29386.98,0.4203,0,False,70.91967613636365,Low Risk,72,10.352048579545453
341-14-4841,42931.96,733,48.5926,11.5,0.3911,54.53239077789111,3,1,40088.47,0.1359,140000,True,70.83639712121212,Low Risk,72,10.364540431818183
342-14-4842,52455.65,778,75.3078,13.7,0.4206,43.19358264857996,3,1,42495.09,0.1223,137000,True,79.13339390151516,Low Risk,72,9.119990914772725
344-14-4844,82257.71,740,57.3934,5.9,0.4923,39.80035279310594,2,2,46281.83,0.5117,155000,True,64.30458458333334,Moderate Risk,60,11.3443123125
345-14-4845,167868.9,802,62.8658,26.6,0.4468,44.66330993840993,1,1,97534.28,0.6061,330000,True,75.75561454545455,Low Risk,72,9.626657818181817
346-14-4846,24798.91,734,84.0999,40.0,0.4658,47.538027040147774,1,1,23380.88,0.2508,57000,True,74.97644973484849,Low Risk,72,9.743532539772726
349-14-4849,36957.72,720,60.3355,40.0,0.4215,80.37350773756145,1,4,25296.75,0.0936,40000,True,69.07577772727274,Low Risk,72,10.62863334090909
351-14-4851,133971.41,779,82.7372,10.4,0.44,81.73955599596842,1,3,105183.16,0.0959,227000,True,81.47025818181818,Very Low Risk,84,8.769461272727273
352-14-4852,142483.66,761,55.128,17.9,0.4119,41.21867261070317,3,1,113538.42,0.1159,373000,True,77.02446363636363,Low Risk,72,9.436330454545455
354-14-4854,20770.51,755,95.1807,23.1,0.3604,43.159041288590345,2,2,11164.67,0.31,64000,True,78.35012337121212,Low Risk,72,9.237481494318182
355-14-4855,67498.99,774,89.5964,19.2,0.4894,50.21937837117317,2,2,44630.33,0.324,146000,True,78.31437428030303,Low Risk,72,9.242843857954545
356-14-4856,54850.62,778,90.465,28.4,0.4683,69.62665475816303,5,1,34648.2,0.3152,144000,True,79.62012431818182,Low Risk,72,9.046981352272727
358-14-4858,39578.92,685,57.7337,6.9,0.4924,59.63558234869163,1,3,33312.97,0.2741,50000,True,61.46886166666667,Moderate Risk,60,11.76967075
359-14-4859,152367.2,809,68.1813,11.8,0.4305,72.92671558796073,1,1,146477.74,0.0967,399000,True,82.60266909090909,Very Low Risk,84,8.599599636363637
362-14-4862,35496.9,721,89.0238,13.0,0.5508,42.73473584797387,2,2,31819.75,0.4223,0,False,71.58970659090909,Low Risk,72,10.251544011363638
363-14-4863,58294.84,749,76.3859,16.7,0.5196,54.17766434018405,4,2,53503.37,0.3981,0,False,72.50385893939394,Low Risk,72,10.11442115909091
364-14-4864,23554.68,742,83.6388,16.8,0.4768,56.986063831688895,2,2,17773.15,0.5153,44000,True,71.53147772727273,Low Risk,72,10.26027834090909
365-14-4865,63002.79,742,78.9167,9.9,0.4869,38.53156060830368,2,1,57807.12,0.2893,144000,True,75.23922897727273,Low Risk,72,9.70411565340909
367-14-4867,88297.94,763,67.5863,15.9,0.5532,47.14208971471506,3,1,78260.12,0.2604,0,False,74.75797719696969,Low Risk,72,9.776303420454546
368-14-4868,97493.1,751,74.8304,21.3,0.3637,36.557202685006594,3,1,81327.37,0.1419,365000,True,79.85379250000001,Low Risk,72,9.011931124999998
369-14-4869,59399.16,747,77.0203,7.0,0.5041,43.375890662216,1,1,55644.78,0.0754,0,False,74.00897954545454,Low Risk,72,9.888653068181819
370-14-4870,37893.94,757,88.5929,14.8,0.4493,48.18354233611255,1,0,23944.87,0.511,117000,True,76.52981234848485,Low Risk,72,9.510528147727271
371-14-4871,79503.21,799,70.3291,25.6,0.3719,37.60553668393433,1,0,58296.22,0.1564,350000,True,81.99049920454546,Very Low Risk,84,8.69142511931818
373-14-4873,53160.72,774,80.4907,18.2,0.4797,60.96110227232021,2,3,32362.93,0.0822,90000,True,77.45930636363636,Low Risk,72,9.371104045454546
374-14-4874,44327.49,761,73.3742,28.1,0.4758,85.0,2,0,29552.67,0.1958,137000,True,76.76318238636364,Low Risk,72,9.475522642045455
375-14-4875,24782.47,729,60.3883,15.7,0.4756,39.28974807019662,0,0,16776.62,0.2441,67000,True,70.83526291666666,Low Risk,72,10.364710562500001
376-14-4876,69736.91,783,83.2308,27.7,0.5095,54.61282967215461,3,0,50224.02,0.145,0,False,81.19572821969697,Very Low Risk,84,8.810640767045454
380-14-4880,22453.79,713,73.5526,16.9,0.5362,50.541947494618086,1,1,18292.54,0.7394,0,False,65.49091276515152,Low Risk,72,11.166363085227271
383-14-4883,106455.09,797,92.284,17.0,0.4089,42.29486754951496,1,2,60364.82,0.4732,230000,True,81.65420147727272,Very Low Risk,84,8.741869778409091
384-14-4884,29039.06,712,63.7164,32.7,0.3564,42.043326592873576,3,3,26503.94,0.7247,46000,True,64.57842265151515,Moderate Risk,60,11.303236602272726
385-14-4885,238866.64,803,83.6166,18.6,0.5017,43.7336481667311,2,1,199321.93,0.1583,0,False,83.62391090909091,Very Low Risk,84,8.446413363636363
386-14-4886,28067.27,741,97.6615,24.3,0.5226,62.80572246283647,1,0,25766.47,0.2379,0,False,78.5474059469697,Low Risk,72,9.207889107954545
388-14-4888,85148.94,756,94.5671,6.0,0.4875,38.98126835208922,2,1,34062.99,0.4181,223000,True,74.98597431818182,Low Risk,72,9.742103852272727
389-14-4889,56635.49,717,61.2346,6.3,0.4161,70.40386140503861,0,1,43569.12,0.2557,130000,True,67.64459571969695,Low Risk,72,10.843310642045457
390-14-4890,47689.95,780,88.9436,7.4,0.4292,49.692175251040126,3,1,29349.04,0.0368,125000,True,79.91525579545456,Low Risk,72,9.002711630681816
391-14-4891,60443.93,725,55.0585,28.0,0.4862,54.42585254942773,0,0,37450.26,0.2593,163000,True,70.68965162878789,Low Risk,72,10.386552255681817
393-14-4893,230068.43,796,68.1884,13.6,0.4247,50.207111101299006,2,2,166592.81,0.2952,496000,True,78.87881636363636,Low Risk,72,9.158177545454546
394-14-4894,74046.62,781,62.0929,36.8,0.4656,40.14793515458508,1,1,70200.13,0.3115,194000,True,75.01394674242422,Low Risk,72,9.737907988636366
395-14-4895,38559.11,759,97.1934,20.4,0.5162,42.93031483223646,3,2,27878.9,0.0433,0,False,80.07840049242424,Very Low Risk,84,8.978239926136364
396-14-4896,64447.24,738,45.8448,11.0,0.5537,59.10829694416043,1,2,54251.38,0.6307,0,False,63.11448893939394,Moderate Risk,60,11.52282665909091
397-14-4897,238498.48,779,68.275,9.3,0.4918,59.40773297149622,3,0,83277.02,0.1457,735000,True,79.60281818181818,Low Risk,72,9.049577272727273
398-14-4898,105715.7,775,60.6898,12.1,0.467,54.94374464432251,2,1,28285.05,0.4617,277000,True,74.14805356060606,Low Risk,72,9.867791965909092
399-14-4899,152920.23,784,72.3958,17.1,0.2863,45.97234232210472,2,5,123918.86,0.4774,168000,True,76.21066,Low Risk,72,9.558401
400-14-4900,107092.52,764,65.2116,12.4,0.4284,38.86973516116878,4,1,98283.69,0.2328,280000,True,77.27778106060606,Low Risk,72,9.398332840909092
401-14-4901,115665.94,736,13.8737,20.4,0.5792,64.50193138422878,1,1,58587.92,0.4876,0,False,60.77560871212122,Moderate Risk,60,11.873658693181817
402-14-4902,61869.77,780,75.4573,32.1,0.487,60.3613446958529,2,0,47828.42,0.1747,191000,True,79.16282162878788,Low Risk,72,9.115576755681818
403-14-4903,164154.81,776,75.1304,10.1,0.479,35.15500012468472,3,1,134041.46,0.1002,430000,True,81.12998909090909,Very Low Risk,84,8.820501636363636
404-14-4904,18000.0,763,83.3513,32.8,0.433,59.6309771885621,0,1,5000.0,0.3352,47000,True,76.03689636363637,Low Risk,72,9.584465545454544
405-14-4905,89172.24,779,82.3234,16.0,0.4014,46.53003527664121,3,3,61542.54,0.4592,151000,True,77.04900818181818,Low Risk,72,9.432648772727273
406-14-4906,83705.28,763,64.9949,12.2,0.3642,57.3887418910707,0,1,33421.11,0.4787,313000,True,74.70033636363635,Low Risk,72,9.784949545454547
409-14-4909,90786.29,751,57.7395,10.5,0.4405,50.935141425394974,3,2,75520.76,0.4081,196000,True,71.34216208333333,Low Risk,72,10.2886756875
410-14-4910,18000.0,763,93.8299,20.0,0.4578,71.15837402101374,1,0,15742.85,0.4065,55000,True,78.04761636363637,Low Risk,72,9.282857545454545
411-14-4911,77289.79,777,85.5305,14.8,0.4047,83.8879176671647,1,1,47421.87,0.3346,202000,True,80.26455337121213,Very Low Risk,84,8.95031699431818
412-14-4912,148728.19,765,73.6179,11.6,0.3955,50.961398862252565,2,2,114915.88,0.3286,458000,True,78.09598909090909,Low Risk,72,9.275601636363637
413-14-4913,194470.95,760,64.3355,14.6,0.4065,62.23554738068823,1,0,149082.95,0.44,599000,True,76.64232727272727,Low Risk,72,9.49365090909091
414-14-4914,92957.51,799,57.7472,18.8,0.4402,52.32834700297634,4,2,87733.46,0.2748,200000,True,75.82621503787878,Low Risk,72,9.616067744318183
415-14-4915,56554.05,691,53.0742,13.7,0.5105,51.94966327616639,3,2,32235.9,0.4834,0,False,63.36157693181819,Moderate Risk,60,11.485763460227272
416-14-4916,118668.65,817,90.1328,10.5,0.4244,55.56036000034221,2,0,96809.62,0.47,365000,True,84.80508708333332,Very Low Risk,84,8.269236937500002
417-14-4917,33332.56,745,82.8441,9.7,0.4981,49.4309113835717,3,0,25379.3,0.2708,90000,True,75.79635848484848,Low Risk,72,9.620546227272728
418-14-4918,104547.54,817,90.1985,21.0,0.5463,58.79920903795581,2,2,88321.71,0.1081,0,False,84.02034750000001,Very Low Risk,84,8.386947874999997
419-14-4919,58453.72,749,74.6621,7.9,0.3538,40.65027022922326,4,2,29257.29,0.393,158000,True,72.60371893939393,Low Risk,72,10.099442159090911
420-14-4920,137911.61,774,79.029,10.0,0.4366,49.4976434956979,4,1,104661.7,0.2326,361000,True,81.09443636363636,Very Low Risk,84,8.825834545454546
421-14-4921,43282.95,770,76.5609,6.0,0.3239,72.62731532327408,6,2,26031.59,0.1984,133000,True,74.18222715909089,Low Risk,72,9.862665926136367
422-14-4922,201012.11,792,86.4728,14.3,0.5021,62.81411196799388,1,2,116725.93,0.2782,0,False,81.29015090909091,Very Low Risk,84,8.796477363636363
423-14-4923,141200.51,769,70.1789,8.5,0.4275,53.24928564294869,1,1,119151.96,0.466,370000,True,75.30873454545454,Low Risk,72,9.693689818181818
424-14-4924,78089.47,763,80.6973,13.7,0.4575,60.85859560400421,4,1,52184.65,0.6996,153000,True,73.99832428030302,Low Risk,72,9.890251357954547
425-14-4925,73734.81,752,49.5991,13.9,0.4279,67.85093715379324,0,1,30566.29,0.2448,193000,True,71.88924011363636,Low Risk,72,10.206613982954547
426-14-4926,199161.75,740,86.1372,14.3,0.3975,34.43414690336961,4,2,175323.78,0.0571,537000,True,81.69394,Very Low Risk,84,8.735909
427-14-4927,273073.73,802,87.3959,11.0,0.3162,47.36299496060983,3,2,214880.43,0.4514,841000,True,83.16763454545455,Very Low Risk,84,8.514854818181817
428-14-4928,47612.97,769,82.8038,20.9,0.5249,43.85940487870295,3,3,28916.94,0.3101,0,False,74.41558829545455,Low Risk,72,9.827661755681817
430-14-4930,151077.13,807,96.6035,10.1,0.4276,75.17220532746246,2,2,72846.79,0.147,326000,True,86.70033636363637,Very Low Risk,84,7.984949545454545
431-14-4931,18000.0,743,79.4294,6.3,0.4468,56.11470433751724,1,0,9836.74,0.2868,49000,True,71.55678909090909,Low Risk,72,10.256481636363636
432-14-4932,18000.0,748,57.675,22.6,0.4261,60.38544716619408,1,1,9089.46,0.0768,41000,True,72.63459090909092,Low Risk,72,10.094811363636364
433-14-4933,36102.58,760,89.1896,10.8,0.3338,44.20842621555949,0,1,28321.21,0.017,135000,True,82.43792143939393,Very Low Risk,84,8.62431178409091
434-14-4934,76384.0,789,90.9727,20.1,0.3803,47.169338796659176,3,0,56953.23,0.3589,336000,True,83.20188848484847,Very Low Risk,84,8.50971672727273
435-14-4935,28420.66,779,75.7473,12.1,0.3877,49.94999150207673,1,1,23177.86,0.1005,106000,True,78.99497234848485,Low Risk,72,9.140754147727272
436-14-4936,25721.27,739,79.0299,33.7,0.5897,54.06824074172783,2,1,11119.98,0.4034,0,False,70.93456321969697,Low Risk,72,10.349815517045455
437-14-4937,44183.23,746,50.9318,33.1,0.4626,58.32619553205146,1,1,36877.67,0.4142,101000,True,68.32814609848485,Low Risk,72,10.740778085227273
438-14-4938,160942.32,790,94.5734,17.1,0.4442,35.55138515017937,5,1,140923.23,0.1978,421000,True,85.45549818181819,Very Low Risk,84,8.171675272727272
439-14-4939,47101.57,769,98.0156,17.2,0.4951,57.52633207281704,1,0,36928.39,0.2052,145000,True,81.93263996212121,Very Low Risk,84,8.700104005681817
440-14-4940,134688.37,775,73.2526,16.3,0.4419,47.76417384226255,0,2,72739.84,0.4214,290000,True,77.03529272727272,Low Risk,72,9.434706090909092
441-14-4941,66759.48,789,74.5513,12.4,0.4057,68.4811036772833,3,3,47029.78,0.0905,113000,True,78.81958681818182,Low Risk,72,9.167061977272727
442-14-4942,183647.28,754,86.225,21.7,0.4695,65.17726779365503,1,1,151295.77,0.5409,481000,True,77.6844090909091,Low Risk,72,9.337338636363635
444-14-4944,83332.13,715,77.744,8.0,0.4507,50.31638517634269,1,5,55835.38,0.5086,56000,True,66.58356299242425,Low Risk,72,11.002465551136364
445-14-4945,72729.96,785,76.0578,12.9,0.4538,47.066299252311225,1,3,52827.69,0.3292,123000,True,76.00661136363637,Low Risk,72,9.589008295454544
446-14-4946,56566.55,767,56.1793,8.1,0.3869,54.13258218614697,3,4,35558.61,0.0834,100000,True,70.77348140151514,Low Risk,72,10.373977789772729
447-14-4947,109207.17,761,92.8134,7.8,0.4499,64.38228044672051,1,0,75697.73,0.4277,336000,True,79.22384238636363,Low Risk,72,9.106423642045456
448-14-4948,101086.82,765,85.5541,9.7,0.4445,50.54389259185256,1,2,86743.99,0.516,218000,True,76.78617992424243,Low Risk,72,9.472073011363635
449-14-4949,73442.58,744,58.9057,30.9,0.6092,44.84883496074742,2,0,68895.13,0.3321,0,False,70.63679295454546,Low Risk,72,10.394481056818183
450-14-4950,18000.0,745,62.5431,18.2,0.3854,50.320860459320784,1,1,10891.59,0.145,59000,True,73.34580181818183,Low Risk,72,9.988129727272726
451-14-4951,27447.93,732,66.6949,12.9,0.4973,53.13941079253389,5,2,18884.12,0.0668,52000,True,71.8460528409091,Low Risk,72,10.213092073863635
452-14-4952,32675.3,722,80.5139,12.3,0.4456,40.17710664428565,0,2,20414.63,0.2383,62000,True,73.25179628787879,Low Risk,72,10.002230556818182
453-14-4953,73714.83,757,74.6497,15.3,0.3788,38.40897560428403,4,1,57684.65,0.7289,207000,True,73.11220943181817,Low Risk,72,10.023168585227275
454-14-4954,60780.56,732,74.0713,10.8,0.5199,45.06645864324421,4,2,27881.56,0.478,0,False,70.25919242424241,Low Risk,72,10.45112113636364
457-14-4957,101446.23,761,56.448,17.8,0.5334,36.940638151419385,1,2,99256.62,0.0726,0,False,74.12588988636365,Low Risk,72,9.871116517045452
458-14-4958,37634.53,714,44.855,12.5,0.371,41.70640631564418,4,2,32414.84,0.0148,101000,True,69.17155996212122,Low Risk,72,10.614266005681817
459-14-4959,18000.0,729,61.0868,37.1,0.4499,58.11170819523727,1,0,10879.68,0.4008,49000,True,69.51086,Low Risk,72,10.563371
460-14-4960,69802.9,732,37.6528,8.1,0.5141,46.1135711595063,1,0,63068.33,0.4456,0,False,63.862423257575756,Moderate Risk,60,11.410636511363638
462-14-4962,106192.39,797,85.7998,11.2,0.4225,37.28170716352612,3,2,89185.43,0.2287,229000,True,82.5874156439394,Very Low Risk,84,8.60188765340909
463-14-4963,36820.58,763,86.2205,15.8,0.4318,50.11938621018348,3,1,22109.23,0.5208,96000,True,75.5569271969697,Low Risk,72,9.656460920454546
465-14-4965,75782.85,715,58.0145,33.1,0.424,60.449875083635135,2,2,27846.57,0.5126,143000,True,67.6836096590909,Low Risk,72,10.837458551136365
466-14-4966,18000.0,755,69.8655,17.0,0.4288,54.07066443840278,2,2,11676.88,0.3286,39000,True,71.95964545454545,Low Risk,72,10.196053181818183
467-14-4967,40809.41,761,93.7748,12.8,0.4986,51.42156215875794,0,1,39745.57,0.2977,107000,True,78.33571571969696,Low Risk,72,9.239642642045455
468-14-4968,36167.52,736,92.9559,1.9,0.493,35.89279771560948,3,3,31502.45,0.2642,49000,True,66.70661454545456,Low Risk,72,10.984007818181816
469-14-4969,44384.34,737,65.4943,10.5,0.475,73.20455889135901,3,2,36570.86,0.1717,84000,True,71.9152984090909,Low Risk,72,10.202705238636366
470-14-4970,43136.29,711,72.5271,40.0,0.4025,57.21371118249522,2,2,24699.97,0.5516,81000,True,68.90381087121213,Low Risk,72,10.65442836931818
471-14-4971,61807.87,757,72.3772,19.7,0.5161,43.52438889398148,1,2,50802.21,0.2479,0,False,73.91208609848485,Low Risk,72,9.903187085227273
472-14-4972,70429.11,778,74.0413,21.3,0.502,51.16135100808195,4,4,55870.22,0.4443,0,False,72.18798806818182,Low Risk,72,10.161801789772728
473-14-4973,95913.25,750,75.4765,4.9,0.3561,46.379609717516736,5,4,89593.47,0.1793,134000,True,71.4935490530303,Low Risk,72,10.265967642045453
474-14-4974,88221.9,773,82.5382,11.0,0.4753,48.02594709943896,2,0,86497.26,0.5548,272000,True,77.60605249999999,Low Risk,72,9.349092125000002
475-14-4975,142076.21,810,65.6758,18.9,0.5298,63.328204513043545,4,0,121806.65,0.1792,0,False,80.85070545454545,Very Low Risk,84,8.862394181818182
476-14-4976,121782.87,777,90.0469,6.5,0.4218,41.67093502230656,2,0,100241.93,0.3171,375000,True,80.36592545454545,Very Low Risk,84,8.935111181818183
477-14-4977,163498.01,778,49.3529,15.4,0.3533,57.72012016676709,2,0,131941.31,0.3138,719000,True,76.85126181818183,Low Risk,72,9.462310727272726
478-14-4978,145746.4,756,77.4924,27.2,0.5242,63.932709825490925,2,1,101847.12,0.4,0,False,76.65366181818182,Low Risk,72,9.491950727272727
479-14-4979,43039.19,713,84.8594,8.9,0.3712,55.792459381480505,3,1,23970.31,0.6239,106000,True,71.13999776515152,Low Risk,72,10.319000335227273
480-14-4980,49869.19,754,94.1798,10.0,0.4066,48.49119591204746,3,0,35380.82,0.3144,154000,True,80.56175200757575,Very Low Risk,84,8.905737198863637
481-14-4981,52575.98,778,95.0673,24.3,0.4804,42.95503260856763,3,1,38229.79,0.4048,138000,True,79.36830765151515,Low Risk,72,9.084753852272726
483-14-4983,52742.58,726,42.7623,9.5,0.4907,51.37204178865736,0,1,41825.41,0.5685,121000,True,63.313658409090905,Moderate Risk,60,11.492951238636365
485-14-4985,18000.0,730,92.9376,14.4,0.5694,50.52269334376116,4,3,10393.18,0.7771,0,False,67.38915636363636,Low Risk,72,10.881626545454546
486-14-4986,18000.0,715,82.1201,8.9,0.5075,59.24884071426668,5,2,10680.64,0.236,0,False,70.51061090909091,Low Risk,72,10.413408363636364
487-14-4987,155590.87,766,67.5824,25.1,0.5672,37.71714895976833,2,2,90054.86,0.5943,0,False,71.72002545454546,Low Risk,72,10.23199618181818
488-14-4988,89651.12,761,70.932,8.1,0.4357,63.14853796710399,1,1,86115.38,0.0451,235000,True,77.37172696969697,Low Risk,72,9.384240954545454
489-14-4989,145565.47,793,64.5033,15.0,0.3673,84.58634977179385,1,1,133172.28,0.3198,544000,True,79.56588727272728,Low Risk,72,9.055116909090907
490-14-4990,21700.0,762,85.189,16.5,0.3899,49.3794809571922,1,0,16646.81,0.3622,95000,True,77.87146666666666,Low Risk,72,9.309280000000001
491-14-4991,71622.84,745,76.832,10.6,0.5513,47.89231798319942,3,5,35646.67,0.2111,0,False,71.28836681818181,Low Risk,72,10.296744977272727
492-14-4992,22440.78,756,78.0324,20.7,0.4703,48.76783484348542,1,1,15674.97,0.0609,59000,True,76.89619431818183,Low Risk,72,9.455570852272725
493-14-4993,119076.41,762,81.7946,9.4,0.4449,51.01628957456453,1,1,84981.65,0.3909,312000,True,78.53793708333333,Low Risk,72,9.2093094375
494-14-4994,65016.38,738,81.7386,21.4,0.4037,47.169989566814266,0,2,54529.52,0.5814,123000,True,73.05996310606061,Low Risk,72,10.031005534090909
495-14-4995,58581.58,738,94.8415,13.5,0.4608,34.538918346099045,0,2,24133.87,0.7012,83000,True,73.35792643939394,Low Risk,72,9.98631103409091
496-14-4996,117655.98,762,64.6489,8.6,0.3728,48.55875769033548,2,3,66159.52,0.6833,214000,True,70.40711250000001,Low Risk,72,10.428933124999999
497-14-4997,59811.17,726,63.49,15.2,0.3795,41.331934004969824,4,2,59130.29,0.3383,161000,True,71.22372299242424,Low Risk,72,10.306441551136363
498-14-4998,58444.74,753,63.506,17.4,0.4707,51.627432974869535,1,0,50673.72,0.3565,180000,True,73.33817022727273,Low Risk,72,9.98927446590909
499-14-4999,23164.29,741,74.9766,4.9,0.4512,64.67924337028742,2,2,18932.58,0.0923,40000,True,69.23313511363637,Low Risk,72,10.605029732954545
500-14-5000,164121.63,775,71.3519,27.4,0.3812,41.57526991399251,1,3,141748.65,0.1099,397000,True,79.68065272727273,Low Risk,72,9.03790209090909
502-14-5002,92396.28,753,80.8703,11.8,0.3531,46.55392970423694,1,1,64067.22,0.4648,346000,True,77.90667772727272,Low Risk,72,9.303998340909091
503-14-5003,24604.17,702,70.2852,16.8,0.5126,42.451112948413495,2,1,15116.39,0.4573,0,False,67.40203193181819,Low Risk,72,10.879695210227272
505-14-5005,71384.42,739,65.117,11.3,0.4555,45.54276382258233,0,3,51746.33,0.6075,79000,True,68.02661446969697,Low Risk,72,10.786007829545454
506-14-5006,211543.38,773,64.2102,17.0,0.4577,49.56493375101565,2,0,175441.5,0.4009,652000,True,77.06754000000001,Low Risk,72,9.429868999999998
507-14-5007,127740.98,819,80.6728,21.4,0.4293,50.2266764845404,2,2,76191.39,0.4219,275000,True,81.50333272727272,Very Low Risk,84,8.764500090909092
508-14-5008,18000.0,728,55.5576,12.2,0.5732,56.5215862737824,3,1,6721.86,0.271,0,False,66.78988363636364,Low Risk,72,10.971517454545454
