tax_id,annual_income,savings_balance,payment_history,age,avg_monthly_transactions,avg_transaction_value,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,checking_balance,digital_activity_score,monthly_digital_transactions,customer_category
496-16-6796,53000.71,4181.78,65.5003,52.46402857127778,13.8,122.02,91.2871,78.206,0.7398,0,464.39,82.17,10.2,Regular
499-16-6799,80995.97,22104.66,83.8789,55.56835094588648,32.6,82.4,50.8093,96.1006,0.6139,1,6763.45,67.57,20.0,Preferred
500-16-6800,18000.0,11887.75,73.5805,42.99743759277816,63.0,29.84,53.3244,37.1479,0.6997,1,479.11,53.47,44.1,Regular
501-16-6801,64605.29,2344.59,73.6452,47.85817017359635,38.7,64.2,88.3034,56.3628,0.3407,1,5202.68,62.45,13.2,Regular
502-16-6802,18896.29,3795.5,85.974,51.425751325681325,67.3,72.59,51.0067,77.9322,0.7459,0,1811.61,66.16,50.2,Regular
504-16-6804,103113.71,15008.64,77.3549,48.34595441946179,40.0,26.37,77.994,61.6106,0.8987,1,8048.97,76.64,35.9,Preferred
505-16-6805,37907.26,5657.33,91.8977,48.58470151378332,53.0,86.06,78.2015,81.2321,0.7621,1,4492.1,78.51,40.4,Preferred
506-16-6806,26164.49,40420.8,67.2945,78.97579430138663,22.2,55.13,78.4861,59.5248,0.6998,1,2565.04,70.25,15.5,Regular
508-16-6808,92365.12,2071.76,82.0551,46.827321539433456,42.0,132.8,62.1083,87.0932,0.779,0,1196.7,74.34,32.7,Regular
509-16-6809,74042.48,14469.01,81.2662,48.69223175660319,44.5,213.1,84.4559,21.6539,0.9496,1,2124.76,68.77,42.3,Preferred
510-16-6810,56945.14,2671.23,91.571,71.23353798880572,64.5,38.34,36.4826,70.8337,0.4739,1,3389.08,50.06,30.6,Regular
513-16-6813,97029.88,11199.41,75.4728,46.60724542471159,40.7,83.97,78.3743,51.7987,0.8986,1,944.17,73.85,36.6,Preferred
514-16-6814,54523.98,10835.95,83.3711,45.61005632618296,22.3,138.32,29.5696,57.9228,0.8552,0,7802.96,54.86,19.1,Regular
515-16-6815,70928.14,9941.3,61.434,67.04282329509839,21.2,120.13,69.9055,94.5671,0.6703,1,5422.86,76.44,14.2,Regular
516-16-6816,46531.37,2076.76,74.3407,49.38375628826785,63.3,28.16,70.38,66.4822,0.3676,1,5271.61,59.12,23.3,Regular
517-16-6817,27143.56,21172.78,77.95,49.2361537734088,41.5,63.59,62.8455,47.4808,0.5167,1,2236.7,54.88,21.4,Regular
519-16-6819,103663.95,12001.22,82.4129,61.3703890981288,90.9,50.49,33.6124,58.1431,0.9747,1,2147.55,60.13,88.6,Preferred
521-16-6821,53365.81,5076.73,68.7958,51.9352420032075,34.5,71.03,68.3066,54.6774,0.4079,1,8467.36,55.96,14.1,Regular
522-16-6822,161972.52,12304.89,94.9389,40.614211028940325,66.5,137.64,89.7573,56.916,0.6349,1,4719.66,72.02,42.2,VIP
523-16-6823,34284.65,6447.95,49.6315,45.10349052627726,51.1,32.44,78.4686,46.7193,0.4538,0,3324.23,59.02,23.2,Regular
524-16-6824,95689.89,75860.0,59.235,64.15636299808845,54.7,64.86,70.1978,50.8575,0.7772,1,14437.79,66.65,42.5,Preferred
525-16-6825,61479.48,2652.41,93.4971,52.17774851814998,56.4,126.22,67.9024,46.3828,0.7848,0,4757.73,64.62,44.3,Regular
526-16-6826,49823.53,5833.1,83.5197,61.50531163669238,42.6,68.83,58.4842,22.7099,0.9691,1,5331.0,59.28,41.3,Regular
527-16-6827,49305.0,6794.32,86.1983,54.05512616769276,35.8,41.23,78.5633,80.4211,0.7308,0,4958.08,77.48,26.2,Regular
528-16-6828,149355.29,42258.68,61.1252,41.52982334105647,33.3,47.93,85.3191,88.4053,0.6546,1,10815.46,80.29,21.8,Preferred
529-16-6829,18000.0,39997.03,81.2545,55.22813447150424,58.4,53.91,69.7404,81.8273,0.6583,1,1224.13,72.19,38.4,Preferred
531-16-6831,122598.35,9986.71,67.2894,45.32919568338225,54.4,68.9,90.273,46.9711,0.4872,0,1379.1,64.82,26.5,Preferred
533-16-6833,50718.19,6419.52,64.9718,61.162680826617816,109.2,158.18,50.8555,93.0519,0.8467,1,10236.3,73.66,92.5,Regular
534-16-6834,59434.74,7110.71,94.9563,52.52286319657479,58.5,181.06,87.0173,55.9606,0.4108,1,437.32,63.92,24.0,Preferred
535-16-6835,84055.49,7874.93,96.2528,51.79027860929101,42.1,62.28,93.3217,59.6004,0.6641,1,325.93,75.13,28.0,Preferred
537-16-6837,84013.06,3158.5,53.5407,43.96492669795039,39.9,13.46,78.0712,24.7408,0.6769,1,2235.1,58.96,27.0,Regular
538-16-6838,72734.61,15319.35,90.2879,49.15497764666485,97.1,23.23,87.75,58.451,0.9299,1,2963.23,80.53,90.3,Preferred
539-16-6839,60993.81,2926.06,45.9099,44.61987301831287,51.8,42.37,65.2775,74.6997,0.5445,1,9617.78,64.86,28.2,Regular
540-16-6840,18000.0,690.77,79.981,55.0099137378723,77.3,118.66,60.7229,71.2722,0.6292,0,4634.06,64.55,48.6,Regular
541-16-6841,18732.05,14371.38,66.5947,51.97246264499451,29.9,96.36,81.54,64.2655,0.6287,0,1587.76,70.76,18.8,Regular
542-16-6842,129345.94,14108.5,50.0632,46.77984838638363,103.0,32.65,69.6865,35.3226,0.7068,1,10184.18,59.68,72.8,Preferred
543-16-6843,83336.79,13099.39,81.976,47.83893836033379,46.4,80.94,52.3834,56.7031,0.2511,1,6254.62,45.5,11.7,Preferred
545-16-6845,105483.81,14026.8,53.1788,63.088847009242976,76.3,129.91,81.9239,90.7141,0.8528,1,2249.1,85.57,65.1,Preferred
546-16-6846,91963.88,2152.26,84.3869,45.06598756050201,22.1,19.05,64.4177,53.6579,0.6671,1,1657.83,61.88,14.7,Regular
547-16-6847,109993.35,25567.95,85.3828,83.34204083264919,73.9,15.95,65.9981,88.0579,0.3835,1,2462.83,64.32,28.3,Preferred
548-16-6848,32894.14,3136.83,73.8138,39.12481384480661,97.1,72.04,79.8017,34.4181,0.6463,1,4431.37,61.64,62.8,Regular
549-16-6849,89002.94,7794.88,83.5363,41.24987413218615,51.8,207.36,94.9573,67.0067,0.694,1,5317.39,78.9,35.9,Preferred
550-16-6850,82208.63,40118.15,90.0588,47.44625480954668,43.3,46.4,48.3607,82.2756,0.9264,1,1979.13,71.82,40.1,Preferred
554-16-6854,108363.93,6693.3,96.162,55.4135899668903,26.6,46.59,77.2411,90.3967,0.6836,1,4079.81,78.52,18.2,Preferred
555-16-6855,71637.24,75575.63,85.609,50.91732116821738,35.4,28.03,69.5792,80.0818,0.3789,1,8165.83,63.22,13.4,Preferred
556-16-6856,30734.18,8333.63,91.928,45.37297592099304,52.2,56.19,57.3024,56.0523,0.8165,1,6619.99,64.23,42.6,Regular
557-16-6857,48817.08,9520.9,67.9542,41.540050805695614,39.8,37.31,84.5497,69.6451,0.5697,1,30632.08,71.8,22.7,Regular
558-16-6858,76328.8,2898.43,86.2002,41.21607831646675,49.8,20.6,65.1933,52.1067,0.6009,0,2325.58,59.74,29.9,Regular
559-16-6859,192777.16,15919.51,74.3178,62.67754119595976,30.5,97.9,43.2519,78.3593,0.9569,0,958.67,69.52,29.2,Preferred
560-16-6860,174202.9,8585.51,70.8056,62.11135286779762,64.0,38.07,75.2667,29.6724,0.7191,1,9722.99,60.58,46.0,Preferred
561-16-6861,92326.93,6846.45,65.7574,47.65112414017703,90.1,25.06,53.7997,77.8298,0.8694,1,1091.13,70.95,78.3,Regular
562-16-6862,99857.22,19362.7,88.4109,38.60146361116352,60.1,86.5,79.5347,51.0897,0.8716,0,1452.97,73.29,52.4,Preferred
563-16-6863,68816.11,5290.78,90.5117,56.38059130975141,81.5,67.35,81.1208,60.2125,0.4845,1,2553.89,65.05,39.5,Preferred
564-16-6864,29403.27,6864.45,81.9917,47.68347666307718,23.0,51.88,48.5355,70.6072,0.8925,1,3332.17,67.37,20.5,Regular
565-16-6865,34617.54,17322.96,59.416,60.38385670509949,70.6,52.07,74.4057,71.242,0.1394,1,1085.16,55.32,9.8,Regular
566-16-6866,117620.82,3961.29,46.8385,41.10403775426967,66.2,33.62,86.1482,57.0617,0.341,0,4749.31,61.81,22.6,Regular
567-16-6867,98191.94,2029.88,94.4512,50.83980287896635,46.5,56.77,77.3246,52.0929,0.6831,1,6614.05,67.05,31.8,Preferred
569-16-6869,35262.91,2219.53,64.1311,43.753111901795,57.3,12.83,84.5014,69.3682,0.718,1,2556.59,76.15,41.1,Regular
570-16-6870,94170.91,114389.59,70.167,43.57116756307819,32.4,26.76,84.4161,60.0533,0.6077,1,2510.77,70.01,19.7,Preferred
571-16-6871,48497.01,42718.66,80.1215,47.513884800522106,66.1,71.77,89.5477,52.3164,0.4672,1,2343.13,65.53,30.9,Preferred
572-16-6872,34438.1,2477.74,41.0059,63.84281398724766,28.4,33.83,83.3301,94.5374,0.8555,1,2439.37,87.36,24.3,Regular
574-16-6874,96123.05,11896.12,77.847,58.24109224069964,40.8,66.87,76.5535,75.7735,0.6549,0,2660.05,73.0,26.7,Preferred
575-16-6875,27674.67,154402.37,67.0859,50.73736096984697,56.4,22.83,86.6333,31.2254,0.9129,1,1802.9,71.41,51.5,Preferred
577-16-6877,99894.86,7506.83,74.393,34.8720564365853,89.7,41.81,61.5714,71.8767,0.6138,1,6569.53,64.61,55.1,Preferred
578-16-6878,180255.1,11860.65,74.0946,41.46839428043005,30.8,114.5,92.4783,89.1343,0.5333,1,12956.23,79.73,16.4,Preferred
579-16-6879,73465.85,7190.83,80.996,50.002194283427485,31.8,29.47,66.5147,81.4116,0.6155,1,3297.48,69.49,19.6,Regular
580-16-6880,41912.4,7303.78,83.5983,51.64902120839328,61.4,18.22,60.2579,40.8267,0.8147,0,5774.21,60.79,50.0,Regular
581-16-6881,33495.07,3845.94,68.8386,60.43030313199965,64.1,39.3,73.5804,26.9777,0.4575,1,5493.92,51.25,29.3,Regular
582-16-6882,59791.44,5768.15,42.9837,37.01844414195288,54.4,48.43,79.7122,50.2177,0.3516,1,4381.58,57.5,19.1,Regular
584-16-6884,18000.0,33074.0,61.6793,34.81129869897369,59.3,57.45,86.4716,78.2866,0.5482,1,4559.26,74.52,32.5,Preferred
585-16-6885,18261.95,2282.76,76.6584,49.39504609927947,39.9,28.71,94.3739,82.4761,0.7019,1,5409.2,83.55,28.0,Regular
586-16-6886,18000.0,31114.44,90.2547,44.7939412727346,66.2,72.72,81.7539,57.7575,0.1833,1,3283.06,55.53,12.1,Preferred
589-16-6889,113320.09,5930.28,63.4248,45.11376644055531,49.2,31.41,85.8475,55.0834,0.6474,0,1031.72,70.29,31.9,Regular
590-16-6890,24448.03,16009.22,98.2314,36.5867674057165,48.6,61.85,78.7171,38.4824,0.8323,1,2801.53,68.0,40.4,Regular
591-16-6891,31515.02,3482.3,72.9491,39.52224037209715,94.8,67.4,72.8584,76.2015,0.5449,1,3123.39,68.35,51.7,Regular
592-16-6892,24067.85,5304.38,68.699,62.00255763851278,58.6,51.23,27.7813,78.323,0.9023,1,1440.53,61.68,52.9,Regular
593-16-6893,63721.09,2986.96,90.5834,39.83610995681755,85.2,23.01,71.4905,87.1719,0.5896,1,2559.46,72.44,50.2,Regular
594-16-6894,114420.66,17851.56,55.4655,38.19403800734752,60.9,64.72,44.2883,85.293,0.7538,1,2772.56,65.92,45.9,Preferred
595-16-6895,132755.95,14210.04,94.2426,51.83810660831803,58.4,72.56,59.4589,69.6633,0.7239,0,4183.28,66.4,42.3,Preferred
597-16-6897,64682.37,103177.29,48.2298,54.59767651949614,88.2,101.05,70.9321,54.7351,0.7056,1,892.61,65.96,62.2,VIP
599-16-6899,60847.97,25400.38,76.9734,57.50105755717668,40.5,65.67,94.079,48.7997,0.7904,0,7722.47,75.98,32.0,Preferred
600-16-6900,38406.66,10351.13,56.1982,38.894657235232366,49.0,18.48,95.2697,48.0607,0.3727,1,2157.22,63.71,18.3,Regular
601-16-6901,40466.94,625.79,80.0591,37.70573190993424,32.1,40.68,70.4252,95.5051,0.6706,0,1835.71,76.94,21.5,Regular
602-16-6902,23729.3,9197.27,93.708,52.7608187346626,46.1,92.21,96.3188,70.3756,0.5701,1,1348.93,76.74,26.3,Preferred
603-16-6903,18000.0,46257.88,59.0975,47.46456157462777,59.4,28.86,78.2172,63.1889,0.8802,0,3741.06,76.65,52.3,Regular
604-16-6904,45829.65,2349.67,46.007,45.89365814505668,86.2,412.59,62.6138,35.6162,0.8273,0,9526.78,60.55,71.3,Regular
605-16-6905,75897.3,5483.76,74.626,56.37428651007946,30.6,42.35,95.5375,62.1353,0.6571,1,3627.25,76.57,20.1,Regular
606-16-6906,69067.04,3767.43,66.9412,78.23877416480303,75.8,101.82,77.0622,46.3734,0.8563,1,1305.17,70.43,64.9,Preferred
607-16-6907,21000.1,5910.72,69.6342,37.85338927518016,40.9,23.74,77.0115,65.4465,0.8191,1,3877.38,75.01,33.5,Regular
608-16-6908,18000.0,24644.93,72.0545,64.36560621284667,92.5,78.57,97.2829,88.3936,0.8279,1,7944.43,90.27,76.6,Preferred
609-16-6909,56622.77,11842.0,75.8569,56.87193609928269,52.2,41.85,93.4213,82.7044,0.4309,1,3598.43,75.11,22.5,Preferred
610-16-6910,26589.81,6058.34,59.6488,45.52782673994638,31.8,27.6,68.8993,66.2418,0.9763,1,8349.11,76.72,31.0,Regular
612-16-6912,26414.98,11486.06,87.737,39.55972697256402,35.1,22.56,74.7698,35.2251,0.5282,1,1873.8,56.32,18.5,Regular
613-16-6913,20146.92,5786.55,51.1462,54.20977033074543,63.0,22.27,69.5127,74.2552,0.9308,1,2392.75,78.01,58.6,Regular
614-16-6914,135851.67,4823.88,71.9291,48.20784172137672,55.9,36.29,62.8904,79.3386,0.8468,1,3388.59,74.36,47.3,Preferred
615-16-6915,82614.29,15986.45,71.892,45.52934269496535,34.3,163.06,78.5805,83.6974,0.4945,1,664.85,71.38,17.0,Preferred
617-16-6917,111526.32,15238.14,77.5054,85.0,33.1,44.79,80.9198,91.3836,0.6697,1,2994.01,79.87,22.2,Preferred
618-16-6918,60611.24,1756.6,55.2161,45.46015431047896,88.1,41.95,29.2527,87.1119,0.7345,1,674.92,59.87,64.7,Regular
619-16-6919,45939.29,2565.68,69.6773,32.81872658362546,56.9,102.44,68.2191,65.1629,0.7954,0,9674.05,70.7,45.3,Regular
620-16-6920,191108.74,1993.91,93.4069,58.79624027046865,34.4,58.84,59.4786,54.8768,0.4679,0,2240.72,54.29,16.1,Preferred
622-16-6922,29542.37,23284.78,48.3035,47.34023266613616,66.6,138.81,62.9587,81.6648,0.8879,1,5482.74,76.32,59.1,Regular
623-16-6923,72468.36,4178.88,75.8597,46.5014858568809,9.0,41.7,63.0794,71.6952,0.4248,1,10465.62,59.48,3.8,Regular
624-16-6924,66209.97,6293.85,88.0699,49.2110466365946,43.7,46.25,73.4364,63.8019,0.7587,1,7829.41,71.28,33.2,Regular
625-16-6925,109534.76,15749.49,90.7338,58.90217467559269,27.4,31.9,90.187,82.3224,0.9574,0,3066.74,89.49,26.2,Preferred
626-16-6926,28529.17,702.43,59.7686,53.40709116372461,30.2,40.04,90.0715,80.5257,0.5319,0,3380.41,76.14,16.1,Regular
627-16-6927,146264.94,47873.1,79.2605,55.15445329382866,33.0,8.1,80.1727,91.2687,0.8829,1,3782.67,85.94,29.1,Preferred
628-16-6928,31340.46,4517.01,79.8917,55.14845813110088,74.4,33.52,64.7475,59.5161,0.7775,1,12835.15,67.08,57.8,Regular
630-16-6930,27024.53,31091.41,77.0122,63.11829296728623,73.2,33.53,91.3574,70.7967,0.5375,0,2266.9,73.91,39.3,Preferred
631-16-6931,41172.16,11433.57,59.0926,43.91618658990031,35.0,33.74,65.4466,72.5979,0.9493,0,3279.55,76.44,33.2,Regular
632-16-6932,29016.49,1093.73,55.8068,51.82585533063849,44.9,40.45,70.9759,88.3307,0.454,1,839.12,68.51,20.4,Regular
634-16-6934,102804.01,28949.8,89.2491,62.45425597304127,70.0,57.56,82.882,57.6259,0.543,1,3590.19,66.73,38.0,VIP
635-16-6935,58066.71,19562.02,83.4916,43.85773437265521,56.8,60.27,74.0948,68.9403,0.8305,0,13899.3,75.24,47.2,Regular
636-16-6936,241809.56,3481.46,48.8037,65.55499021330823,60.6,87.99,65.0883,47.715,0.6241,1,1423.08,59.07,37.8,Preferred
637-16-6937,51391.59,26195.54,85.9707,43.78779788072556,92.6,41.28,78.8431,87.3577,0.7776,1,3328.25,81.07,72.0,Preferred
638-16-6938,34542.32,24118.02,56.2541,53.80243240745351,63.6,19.49,75.4402,50.3265,0.6149,1,5152.59,63.72,39.1,Regular
639-16-6939,41481.98,2933.48,90.3045,47.49562454529321,72.6,53.31,89.5521,57.1521,0.6089,1,5641.78,71.23,44.2,Preferred
640-16-6940,53741.0,20919.26,77.0424,46.04859298436188,35.6,23.28,91.0641,75.953,0.5736,1,4637.64,76.42,20.4,Regular
641-16-6941,74484.97,1576.4,56.3194,54.592506448068185,49.1,29.72,68.2381,55.9892,0.5882,1,3886.9,61.74,28.9,Regular
642-16-6942,45241.24,6392.97,74.9306,63.23443466013581,38.2,46.71,90.705,70.222,0.8315,1,3480.73,82.29,31.8,Regular
645-16-6945,140536.55,3426.17,93.0325,43.50131839150218,58.8,79.54,59.4237,64.1662,0.5595,1,22426.99,59.8,32.9,Preferred
646-16-6946,44441.26,15834.34,69.086,63.44107323929904,52.6,15.36,45.17,54.0167,0.616,1,1335.12,52.75,32.4,Regular
647-16-6947,169423.45,1737.49,92.5468,51.04756150860116,43.2,43.52,74.3968,84.8162,0.5404,1,674.41,71.42,23.3,Preferred
648-16-6948,42051.19,3737.22,74.0264,53.14010831038822,51.7,35.48,75.3853,48.3883,0.3815,1,9009.53,56.12,19.7,Regular
650-16-6950,30797.54,8082.58,85.7697,45.6977359958324,47.1,60.18,43.2042,85.7983,0.7962,1,10528.09,66.91,37.5,Regular
651-16-6951,315337.52,10720.97,78.4644,49.72673836817916,48.6,48.76,73.8803,80.5745,0.7766,1,4637.36,77.02,37.7,Preferred
652-16-6952,18000.0,4930.17,87.5378,61.66175869422087,52.8,73.42,90.3823,61.6211,0.2911,1,4835.35,63.37,15.4,Preferred
653-16-6953,27717.19,23031.72,73.0359,48.00305579765691,97.2,65.76,53.6904,57.3002,0.6788,1,7323.2,59.03,66.0,Regular
654-16-6954,278884.47,9266.68,74.0887,42.88580567887117,65.3,38.71,47.74,22.0693,0.7708,1,786.45,48.84,50.3,Preferred
655-16-6955,18067.54,5912.67,90.3653,52.26880477250997,59.1,39.48,56.5981,46.8278,0.2363,1,473.6,43.78,14.0,Regular
656-16-6956,50353.48,3250.11,94.9972,73.35190537494101,77.9,31.77,78.7657,47.4146,0.575,1,2479.73,62.98,44.8,Regular
657-16-6957,41361.8,1166.71,65.9661,53.397502945641165,23.4,36.65,56.3336,62.8411,0.5247,1,2182.89,57.13,12.3,Regular
658-16-6958,61191.56,2683.88,68.6182,47.89798949090415,11.5,73.0,89.8915,84.8229,0.8452,1,1549.9,86.76,9.7,Regular
660-16-6960,50658.74,2937.86,91.8907,42.36872201694548,35.0,112.51,65.8629,94.8429,0.9565,1,2479.88,83.49,33.5,Regular
662-16-6962,160869.22,6043.05,74.5442,66.2069627951526,90.4,94.31,71.7703,57.3247,0.6843,1,2865.87,66.43,61.9,Preferred
663-16-6963,39866.75,83245.01,87.8527,42.075161958049165,48.8,38.1,64.3934,65.002,0.4112,1,1203.38,57.59,20.1,Preferred
664-16-6964,18000.0,3669.71,95.1429,65.82575641009457,55.2,126.26,68.1716,57.3046,0.5884,1,490.3,62.11,32.5,Regular
667-16-6967,67066.29,1215.53,75.7028,49.92486871475566,32.0,57.07,69.5449,91.3679,0.7492,1,2283.91,77.7,24.0,Regular
670-16-6970,69435.86,16999.04,97.5402,42.18762385355906,67.3,54.48,58.2441,85.4721,0.6307,1,14576.36,67.86,42.4,Preferred
671-16-6971,45043.6,2586.52,75.5702,41.80456166156212,37.4,39.75,77.5297,85.9023,0.7233,1,3135.24,78.48,27.1,Regular
674-16-6974,108650.26,1506.01,68.1076,42.51681830009858,34.3,55.28,72.7175,93.5483,0.308,1,4703.83,66.39,10.6,Preferred
676-16-6976,90902.23,13291.25,71.5032,36.900547187514064,85.2,61.73,74.3317,66.5496,0.8891,1,3541.86,76.37,75.8,Preferred
677-16-6977,28024.11,46794.0,81.286,42.37172603422624,65.1,92.93,83.8762,20.2852,0.7895,1,1839.52,63.32,51.4,Preferred
678-16-6978,59098.95,4171.9,75.1759,63.39755686509966,63.2,49.21,67.9213,66.5132,0.4575,1,2192.09,60.85,28.9,Regular
679-16-6979,20243.29,743.48,81.4604,45.29873276505553,70.7,37.16,87.7604,78.772,0.6173,1,10867.19,77.25,43.6,Regular
680-16-6980,40241.74,3098.9,90.1211,61.65291044474051,45.3,121.26,88.5934,86.2192,0.4721,1,6978.91,75.47,21.4,Preferred
681-16-6981,168480.7,3380.16,78.6833,49.14000551239081,37.8,86.31,77.1825,62.8287,0.8576,1,2702.71,75.45,32.4,Preferred
683-16-6983,54538.77,4228.99,87.9028,40.56537993120042,85.6,78.87,70.7457,68.286,0.5111,0,3368.58,64.12,43.8,Regular
684-16-6984,72350.72,4755.81,46.8775,55.38333405087004,85.2,37.71,85.799,17.1439,0.4543,1,4147.12,53.09,38.7,Regular
685-16-6985,85826.76,9866.4,93.1448,33.61417673373641,53.8,42.17,80.8719,43.7609,0.8813,1,4811.35,71.92,47.4,Preferred
686-16-6986,75135.54,11805.62,78.378,46.04542748479381,41.3,37.83,68.9348,30.4177,0.8102,1,546.39,61.01,33.5,Regular
688-16-6988,29788.11,584.24,58.2134,50.31717145285766,42.0,29.05,76.271,81.751,0.5766,0,2014.81,72.33,24.2,Regular
690-16-6990,99577.79,58496.17,61.4625,62.9454891832238,75.7,63.28,86.6333,71.2437,0.9365,0,2529.69,84.12,70.9,Preferred
691-16-6991,23954.81,22777.43,74.7491,75.53243397557785,25.7,118.17,75.3017,53.3274,0.3783,1,2419.32,57.47,9.7,Regular
692-16-6992,77320.33,31584.57,91.5694,47.65741881670341,15.5,75.11,90.6182,69.6181,0.9803,1,3292.83,86.54,15.2,Preferred
693-16-6993,121229.36,22695.22,70.6485,37.30911057746905,35.4,27.28,82.6687,66.9114,0.633,1,4822.49,72.13,22.4,Preferred
694-16-6994,29100.32,6203.52,84.2132,50.45491826641887,28.9,44.71,51.8211,24.7043,0.7913,1,22172.73,51.88,22.9,Regular
695-16-6995,37819.05,43119.05,86.1465,57.91324210557606,15.0,24.09,87.9511,50.6823,0.3192,1,1861.46,59.96,4.8,Regular
696-16-6996,53771.53,63088.59,87.1581,48.14453680547011,39.9,23.32,74.903,73.7577,0.438,0,3452.83,65.23,17.5,Preferred
697-16-6997,32177.72,16740.77,88.5043,34.26643640466752,61.9,52.06,64.2214,69.9879,0.3661,1,423.6,57.67,22.7,Regular
698-16-6998,31821.78,28071.35,68.2081,56.6776132414531,70.2,28.25,56.3321,88.212,0.74,1,2561.66,71.2,51.9,Regular
699-16-6999,41221.87,4964.86,77.8538,43.54811928108287,64.0,37.22,98.8847,84.1463,0.7237,1,4288.1,86.51,46.3,Regular
700-16-7000,34905.67,9510.59,85.2546,45.92384188072607,61.0,54.87,86.4182,63.565,0.7552,0,6180.96,76.29,46.1,Regular
701-16-7001,84153.33,2004.16,90.2439,37.59324321323384,65.1,52.72,53.1862,60.0759,0.2769,1,735.89,47.6,18.0,Regular
703-16-7003,21750.0,6585.79,89.6503,40.32141776965968,31.4,85.19,61.2304,74.7204,0.7949,1,12594.5,70.76,25.0,Regular
704-16-7004,200722.74,18471.67,87.6181,45.1870744015731,43.0,312.68,94.2465,63.6001,0.5752,1,10997.84,74.03,24.7,VIP
706-16-7006,57042.16,5528.83,78.8009,67.1701070494187,35.7,122.37,92.9558,79.3105,0.5106,0,1729.89,76.29,18.2,Preferred
707-16-7007,41508.45,3885.67,63.304,41.16588326807859,41.5,54.36,84.7731,46.2638,0.8382,0,1303.79,72.93,34.8,Regular
708-16-7008,59413.57,2187.62,60.8872,60.498817726747575,57.9,89.59,54.8564,66.1987,0.3671,1,2999.49,52.82,21.3,Regular
709-16-7009,31742.29,5239.54,93.7243,51.42598308179536,25.0,110.14,74.2626,96.7925,0.8886,0,3069.29,85.4,22.2,Regular
713-16-7013,88805.68,9658.14,73.6233,48.45742056969598,52.4,107.07,67.497,47.9589,0.5951,1,7247.1,59.24,31.2,Preferred
714-16-7014,140472.34,8339.0,56.1552,32.63831924741834,43.6,80.79,80.0008,81.6345,0.4692,1,6048.75,70.57,20.5,Preferred
715-16-7015,40032.16,12489.35,70.6808,40.19374203399191,74.5,203.41,68.6981,87.8715,0.8584,1,5115.77,79.59,64.0,Regular
716-16-7016,33808.18,11467.11,35.6223,48.59989682400831,40.7,45.12,69.5293,95.6542,0.6944,0,10723.19,77.34,28.3,Regular
717-16-7017,41746.24,1250.66,88.7092,48.82244608191519,76.2,20.92,68.5528,55.5384,0.9006,1,1737.46,71.1,68.6,Regular
718-16-7018,85787.47,59154.53,84.3132,60.05303174913431,115.2,32.71,95.4461,53.9532,0.8222,1,1771.89,79.03,94.7,VIP
719-16-7019,122287.0,4913.23,63.8969,54.43760081847859,35.2,167.71,93.0339,52.058,0.3273,0,3559.67,62.65,11.5,Preferred
720-16-7020,49339.12,20614.54,45.4163,67.80039989418168,55.3,189.89,70.5879,89.2771,0.674,1,1626.52,75.24,37.3,Preferred
723-16-7023,130211.25,5843.56,77.235,73.95917536795633,31.3,149.47,66.9237,79.1021,0.6919,0,1970.59,71.26,21.7,Preferred
724-16-7024,85646.42,50699.41,38.2084,59.40413651184969,50.8,42.56,77.5037,62.286,0.8933,0,2083.21,76.49,45.4,Preferred
725-16-7025,162777.78,2705.14,95.2468,65.11687478590012,34.9,36.29,71.0848,95.2529,0.616,1,410.26,75.49,21.5,Preferred
727-16-7027,31369.5,15941.91,88.386,47.08105411155031,25.9,46.29,25.672,90.4904,0.5464,0,14416.54,53.81,14.2,Regular
728-16-7028,60746.51,75944.31,67.6491,53.97474578319513,68.0,203.77,76.2444,64.5057,0.3504,1,6028.83,60.36,23.8,Preferred
729-16-7029,28555.21,53232.63,85.8731,50.7393679174507,20.7,31.35,78.9222,47.863,0.5525,1,7212.36,62.5,11.4,Regular
730-16-7030,113797.47,1986.27,89.9118,43.27358959996203,25.3,77.25,80.9612,80.351,0.7265,0,2750.73,78.28,18.4,Regular
731-16-7031,26283.82,4108.92,78.0962,58.58457126524755,60.1,45.16,50.0122,24.3179,0.5999,1,12767.1,45.3,36.1,Regular
732-16-7032,153460.28,17053.26,71.1927,61.51900651342645,43.7,27.41,74.0078,87.8229,0.2416,1,3485.41,63.2,10.6,Preferred
733-16-7033,33048.34,2927.07,86.6573,49.21468553000729,67.4,64.78,95.5962,58.4859,0.6755,1,6171.95,76.05,45.5,Preferred
734-16-7034,159506.13,23204.7,88.2581,47.531006466838,44.3,57.45,43.0924,94.2453,0.8736,1,3407.56,71.72,38.7,Preferred
735-16-7035,33624.94,126152.13,61.2651,45.37278348064271,70.2,51.53,65.1223,63.0775,0.6002,1,3124.91,62.98,42.1,Preferred
736-16-7036,18000.0,21655.31,76.6847,59.10655881347302,77.1,58.52,80.4724,55.6059,0.5373,1,2418.51,64.99,41.4,Preferred
738-16-7038,96447.95,19312.92,52.541,50.43018611631563,75.9,74.25,71.8804,31.1601,0.5715,1,1824.84,55.25,43.4,Preferred
740-16-7040,181598.17,6599.86,64.9225,52.92725081350282,60.5,42.46,66.7139,88.4775,0.8704,1,9328.13,79.34,52.7,Preferred
741-16-7041,156063.27,2709.22,84.3178,50.43206575757138,31.6,140.77,91.8181,75.8815,0.7782,0,560.44,82.84,24.6,Preferred
